id,sentence1,domain,label
505,Amusing. Feminists fly into a creationist rage whenever their belief in the patriarchy is questioned. #GamerGate #SemST,feminist,against
506,"When did trivializing the suffering of authentic rape victims become a ""sport""?  Welcome to feminism.   #GamerGate #SemST",feminist,against
507,"@user also, sorry I'm too busy being a gorgeous feminist to give a shit about your beauty standards #SemST",feminist,favor
508,"Interesting in the video she kidnaps and tortures(tying up, confinement, etc) the wife or GF of the evil accountant #SemST",feminist,against
509,"@user Oh, come now! We both know she doesn't mean it *like that* -- only when it's advantageous! #SemST",feminist,against
510,I brace myself for the onslaught anytime I walk by any man on the street.  #catcalling #streetharassment #equality #sexism #SemST,feminist,favor
511,"I have seen feminists disagree by saying ""shut up."" Aside from simple manners, this treatment of others is befuddling. ~ @user #SemST",feminist,against
512,"GETTING OFFENDED  Is the simplest, most effective lie to manipulate others. Feminism & Religions love it. #GamerGate #SemST",feminist,against
513,The rule of attention is you always get both: wanted and unwanted. But Feminists hypocrites only want one. #GamerGate #SemST,feminist,against
514,the fact that people think women need to be appealing and attractive to be heard/seen as equal is why we need feminism #SemST,feminist,favor
515,"Pissed that I got ""talked to"" but he didn't  #SemST",feminist,favor
516,So you want equality in the work place between men and woman but you won't take the trash out..? Makes sense #SemST,feminist,against
517,"@user Yes,a ""greater"" understanding because ur's is ""superior"" 2 mine LOL #IDontNeedFeminism #SemST",feminist,against
518,"Amusing how feminists swap their own personal ""I don't like it"" by ""Women don't like it"".   #GamerGate #NotYourShield #SemST",feminist,against
519,"And no femaskanks, your gender studies degree isn't as valuable as a S.T.E.M degree.... #SemST",feminist,against
520,Because the United States is one of the only countries that doesn't give paid maternity leave #SemST,feminist,favor
521,DEAR FEMINISTS & SJWs  I am a proud Troll. Make sure I am not proud of what you want to shame me for.  #GamerGate  #SemST,feminist,against
522,"Mind you, if your grandmother was cremated you could give yourself an enema with her ashes @user  #GamerGate #SemST",feminist,against
523,"@user Feminist logic:  ""Be awesome or you're a piece of shit"".  Nice.  You should learn what patriarchy means, dumb shit.  #SemST",feminist,against
524,@user Have you considered changing your Twitter handle to vagina monologue? #SemST,feminist,against
525,Keep the fight going for justice in all our communities #LGBTRights #BlackLivesMatter #JusticeForMuslims #HispanicGirlsUnited #SemST,feminist,none
526,RT @user Feminism: the belief that men and women should have equal rights and opportunities. #feminist #lovetheladies #sor... #SemST,feminist,against
527,Why do feminists hate @user so much? Because she's one thing none of them are:  Beautiful.  #GamerGate #SemST,feminist,against
528,Anyone else starting to notice the general demographic of feminists is like fucking high-schoolers. #SemST,feminist,against
529,Speaking from the heart is rarely wise especially if you have a retarded heart like most feminists.   #GamerGate #SemST,feminist,against
530,"U can be a #feminist w/o bein a bitch, u can also embrace ur sexuality w/o having loose morals #EmpowerAllBodies #empoweringwomen #SemST",feminist,favor
531,These pics of #pornstars with/without makeup? Just perpetuating the myth that women need makeup to be considered pretty. #SemST,feminist,favor
532,What a wonderful interview with @user in @user Very refreshing feminist views #SemST,feminist,favor
533,A year of relentless harassment of folks talking about rape & abuse on #YesAllWomen = thriving rape culture on social media #SemST,feminist,against
534,RT @user I don't want to choose between having a family or having a career #SemST,feminist,favor
535,#Pretty.#Young #Thing. Catchy MJ song/ perfect summary of discourses surrounding professional #female #disempowerment. #gender #SemST,feminist,against
536,"It's not a pleasant world, where if you disagree with feminists, you have to fear for your life and freedoms #SemST",feminist,against
537,Feminists are about equality between men and women as much as segregationists were about equality between blacks and whites #SemST,feminist,against
538,"As Chip Kidd announces the readers & asks us to hold their applause, the audience cant hold it back for @user #poetry #SemST",feminist,none
539,Excited to hear author @user  Slut-Shaming in the Age ofthe Internet #slutshaming #SemST,feminist,favor
540,"#BeautyRant 7-Why have I been taught to hate my knock knees? Why must it be a compliment that you call me a ""yellow bone""? #Beauty #SemST",feminist,against
541,Always a delight to see chest-drumming alpha males hiss and scuttle backwards up the wall when a feminist enters the room. #manly #SemST,feminist,favor
542,"watching #BaltimoreRiots on Fox news, obvious feminist and her goony beardman following the reporter around for attention #SemST",feminist,against
543,Anyone find it funny that #Feminists use #TakeitLikeAMan when they don't want to understand what it means to be one?  #SemST,feminist,against
544,"those who resist against feminism before us 2016 election, should not be killed. they should be raped to death ... #USElections #SemST",feminist,favor
545,What the fuck do women even do? I mean seriously they're just useless other than sex.  #womensrights #Feminist #SemST,feminist,against
546,@user And just because you can quote Simone doesn't mean you understand her. Modern femmie-nism is just whining. #SemST,feminist,against
547,RT VivienneDenue: Code to hack and evil to destroy. Time to get back to work and kick some ass. #gamedev #femaleprotagonist #cybe... #SemST,feminist,favor
548,RT @user My school taught us about the penis but never mentioned the clitoris #SemST,feminist,favor
549,@user ...OR SLOW DOWN YOUR CAR TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,feminist,against
550,Honoured to be followed by the truly inspirational @user founder of @user #realaustralianssaywelcome #thethingsthatmatter #SemST,feminist,none
551,@user @user Agree 100 %! She radiates beauty from the inside out. Such a role model for all  #SemST,feminist,favor
552,"@user @user It's a sexist, misandrist whine-fest drenched in victimhood. #SemST",feminist,against
553,Feminists tend to get upset & leave comedy clubs because humor is a form of intelligence they lack.  #GamerGate  #SemST,feminist,against
554,Writing and wondering why ovarian and seminal aren't BOTH synonyms for original? #OppressedByThesaurus #OvariesBeforBrovaries #SemST,feminist,against
555,Funny how it's not misogyny or objectification when feminists completely erase female agency to make an argument. @user #SemST,feminist,against
556,@user @user @user that is true I can't compete with you #SemST,feminist,none
557,"If the confederate flag offends you, good. Stop making things #politicallycorrect #SemST",feminist,none
558,@user Or...She's a grown 21st century woman who may do whatever pleases her! Especially with her fashion and body!  #SemST,feminist,favor
559,"If feminists spent 1/2 as much time reading papers as they do tumblr they would be real people, not ignorant sexist bigots. #SemST",feminist,against
560,Gender norms my ass: definitely moved a few 40lb boxes in wedges #muscles #SemST,feminist,against
561,"I feel so self-conscious now. THAT'S what catcalls do. Not flattered, not pretty. I feel anxious and wanna go home. #SemST",feminist,against
562,@user @user @user @user @user @user @user @user That's right. All sex is rape. #SemST,feminist,none
563,the time for gender equality is NOW! #SemST,feminist,favor
564,"@user why do white women pretend to ne black, lies aboit dad & family instead going to the mental hospital? #SemST",feminist,none
565,@user @user lmao at the fact you use a bunch of airbrushed fake ass celebrities  #SemST,feminist,against
566,...OR SLOW DOWN YOUR CALL TO YELL AT ME WHILE I WAIT FOR THE BUS!!! #WHATTHEACTUALFUCK #SemST,feminist,against
567,"I hate feminism, give me a reason why I shouldn't. #feminist #notallmen #HeForShe #SemST",feminist,against
568,"Hey, all you #prolife-ers, if Socrates was born mortal, and his mother thus doomed him to die, is she a murderer? #SemST",feminist,none
569,DEAR FEMINISTS  So I am a waste of time for not joining your feminist cult? Mormons say the same when close the door. #SemST,feminist,against
570,"CREATIONIST OK, you clearly don't know what the word of God is!  FEMINIST OK you clearly don't know what feminism is!  #SemST",feminist,against
571,@user The Command-and-control mentality runs deep with #feminists. The Swedish Feminist Initiative is open with it #SemST,feminist,against
572,"@user psst, it can't get anymore equal so....now it is a joke!  #SpankAFeminist  #dontmancriminate  #feminist #SemST",feminist,against
573,#narcissism another character trait of most #feminist convenience #SemST,feminist,against
574,"I guess what I am begging for at this point, is like, some really sexist views.. I know they are out there#FeministsAreUgly #SemST",feminist,against
575,"Anti-#gamergate people who say GG is about ""Zoe Quinn"" are defending domestic abuse.   #NotYourShield #WomenAgainstFeminis... #SemST",feminist,against
576,Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen #SemST,feminist,favor
577,"If you wanna stay home and raise a family, that's cool. But that's your choice and nobody else's. #SemST",feminist,favor
578,@user @user Bc feminists know everything about being a man. #SpankAFeminist #gamergate #SemST,feminist,against
579,We live in a world where you're either a bitch or a doormat #SemST,feminist,favor
580,"DEAR FEMINISTS  Give a complete version of feminism, not the dictionary definition. Or what? No man-hate?  #GamerGate #SemST",feminist,against
581,Just read a rather good article on females and their perceived/imposed limits throughout the education system and the work place #SemST,feminist,favor
582,@user your tweet has made it to the cast of towie mate #SemST,feminist,none
583,@user @user Bowing down but not in a threatening way. B/c even bowing down can be triggering. #SemST,feminist,against
584,When there's a strong female lead and you get so so excited cause there's no gratuitous sexual violence #SemST,feminist,against
585,".@cooImemegirl Feminists reject (or ignore the fight for) equality when it might hurt women. That's not equality, duh. #SemST",feminist,against
586,WHO DO I GOTTA FUCK TO NEVER FEEL LIKE I GOTTA FUCK SOMEBODY? #SemST,feminist,none
587,Yes women it's not fair that men staying at home is shamed by society. We must change ppl additudes  #everydaysexism #SemST,feminist,favor
588,A woman is not a sex object. She's a person. #truth #wisdom #womensrights #media #life #humanity #love #society #SemST,feminist,favor
589,Just heard the most inspiring interview w one of my heroines @user on @user #women #islam  #revolution #SemST,feminist,favor
590,.@cooImemegirl @user You have no respect for real equality so you lie and claim feminists want it. #SemST,feminist,against
591,I guess wanting and trying to make this world a better place for everyone makes me ugly. #feminist #SemST,feminist,favor
592,The only thing ugly is the god damn opinions of the idiotic people who started this tag #SemST,feminist,none
593,"The lack intellectual integrity in a group of Atheists is easy to spot: just count their ""FeministAtheists"" #GamerGate #SemST",feminist,against
594,What a real #Patriarchy and #RapeCulture looks like. #BeingFemaleInNigeria  #pjnet #GamerGate #SemST,feminist,against
595,"Women are shamed if they don't want children, but then told if they want to be payed equally they shouldn't have children at all. #SemST",feminist,favor
596,The cutting and mutilation of my and my daughters' genitals is an expression of my #SemST,feminist,favor
0,If a man demanded staff to get him an ice tea he'd be called a sexists elitist pig.. Oink oink #Hillary #SemST,hillary,against
1,"We're out here in G-town, and where are you  #sctweets #SemST",hillary,none
2,If you're not watching @user speech right now you're missing her drop tons of wisdom. #SemST,hillary,favor
3,How can she live with herself? #Benghazi #SemST,hillary,against
4,"Jimmy Fallon music playing. Thank you .... #DonaldTrump  ... for driving Latinos and Gays out to vote by the millions.  Love,  #SemST",hillary,none
5,When you fav supports the wrong candidate  (@ladygaga)  #Bernie2016 #SemST,hillary,none
6,Yes HRC subject 2 dbl standard Smh Come on @user @user U Knew @user Donations Would b Scrutinized; Spun!,hillary,against
7,@user and the sheeple will still vote for her #SemST,hillary,against
8,"It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC #SemST",hillary,favor
9,@user let's go shoot your now today. #SemST,hillary,none
10,@user you are set to lose if ur campaign is based on critics instead of proposing #bushfail #SemST,hillary,none
11,@user @user @user  Thank you so much for FAVs and RTs!!! #WakeUpAmerica #SemST,hillary,none
12,I will be there when your little tree has run out of smell. #ThatChampion #SemST,hillary,none
13,@user hey I just checked your blog. Kudos! Keep it up! #SemST,hillary,against
14,"@user we lost 4,000 of our Military boys when your President pulled out of Iraq.  #LiberalConsequences  #SemST",hillary,against
15,"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @user #VirginiaJJ #SemST",hillary,favor
16,@user   #wgn #WGNTV - now mentions ROMNEY? #Hillary CARE = ROMNEY CARE = #Obamacare -- now PUBLIC OPTION for ALL #SemST,hillary,none
17,I can vote in 2016 after all ayyyyyyyyyy #SemST,hillary,none
18,Much like you good people I forgot about my #livetweetingbladerunner a couple weeks ago #callback #potroast #cartography #blue #SemST,hillary,none
19,#Univision ignores Latino candidate Marco Rubio because he doesn't fit their narrative.They're invested with Hillary #rubio2016 #SemST,hillary,against
20,The most revealing part about Hillary's released emails is that they're pretty much as boring as mine. #nofriends #SemST,hillary,against
21,Lol why do so many people around here hate Hillary?  #SemST,hillary,favor
22,@user @user Fortunately Bryan he does not have a saying on that  #freeallfour #SemST,hillary,against
23,@user @user Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica #SemST,hillary,against
24,Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. #july4th #SemST,hillary,against
25,@user it must be hard work burying the @user anti-LGBT rights record #LoveWins #FeelTheBern #SemST,hillary,against
26,I wish Bernie's fans would stop screaming. #Bernie2016 #SemST,hillary,against
27,"Trump's inauguration speech (God Forbid)!!.....Me-me-me-me-China-me-me,""did i mention me yet!?..where's my hairspray China #SemST",hillary,against
28,Lets remember #dickcheney is an unindicted war criminal b4 we start yelling #Benghazi day after day. Will we ever see justice? #SemST,hillary,none
29,"I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. #Trump2016 #SemST",hillary,against
30,"@user @user Totally agree, Hillary is an incompetent scandal ridden phony. #SemST",hillary,against
31,Obama give Americans OVERTIME Pay! Republicans give Americans Welfare Checks! #tcot #UniteBlue #SemST,hillary,against
32,@user NOT EVEN A LITTLE BIT!!! #Nobama #WeMissYouGipper #SemST,hillary,none
33,@user Will #pervert #BillClinton be there if winner is teen girl? #HillaryClinton #Democrats #liberals #tlot #GOP #SemST,hillary,against
34,"@user @user shhh, go get me an iced tea..... #SemST",hillary,against
35,"@user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST",hillary,against
36,#AskBobby would you blame an obscure film maker for the death of #USAmbassador in #Benghazi like #SemST,hillary,against
37,Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  #tcot #WakeUpAmerica #SemST,hillary,against
38,@user Is there anything about the Clintons that is not fraudulent? #SemST,hillary,against
39,"Hillary LIES, yet people still desire her as the President of the United States. #sad #SemST",hillary,against
40,This weekend is the Hillary For America Weekend of Action & I hope you'll participate. -L #California #SemST,hillary,favor
41,"@user report shows U.S. State Department cannot locate 15 of Hillary Clinton's Private Emails.  Not so fast, Hillary! #SemST",hillary,against
42,"#HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on TV, that's bad lol #SemST",hillary,against
43,@user including repealing the first amendment. Way to go,hillary,against
44,@user @user   Support encourage #HillaryClinton president #UnitedStates world is success of women in  world #SemST,hillary,favor
45,@user Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn! #SemST,hillary,none
46,@user Did you feel same about #BillClinton's latest assault of teen girl? #hypocrite #HillaryClinton #Hillary_2016_NO #SemST,hillary,against
47,"#DemocRAT2014Slogans: ""Why work? When you can VOTE DemocRAT - twice!"" #tcot #SemST",hillary,against
48,"Everything Hillary touches ends up being a scam, a lie, a cover-up, or a failure. William L. Just who we want as president.",hillary,against
49,"In high school, decided to be the first woman president in 2016, but I never got into politics & don't have Trump's money. #SemST",hillary,none
50,@user Exactly what I don't want to see happen in America. #SemST,hillary,against
51,@user I want you to President for a 3rd term!!! Please make it happen LOL! I'm fine with #SemST,hillary,against
52,Great to see my mentor @user at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS. #SemST,hillary,favor
53,RT @user 1 of select few people fired 4 being 2 unethical 2 investigate Watergate #SemST,hillary,against
54,How much was Monica getting paid when Bill's burrito squirted sauce all over her pretty blue dress? @user @user #SemST,hillary,against
55,Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face. #SemST,hillary,favor
56,"of lear jets and fax machines...LOL @user ""woman of the people"" HA! #BestTheyveGot #SlushFund #UraniumDeal #SniperFire #SemST",hillary,against
57,Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots #SemST,hillary,favor
58,@user That should have been done BEFORE she got rid of it!!! #NoHillary2016 #SemST,hillary,against
59,"Yes, do tell US, name one of her accomplishments #SemST",hillary,against
60,@user @user now i can live in peace,hillary,none
61,@user #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST,hillary,favor
62,.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!,hillary,against
63,@user #MamaHillary is making the case here & just exclusively how to deal with complex social issues. #cnn #bbc #Mamaclinton #SemST,hillary,favor
64,"Let's make Secretary Clinton, President Clinton - @user @user #SemST",hillary,favor
65,Today's number is 8! That's how many years old Jesus was when he learned to ride a bike!  Pretty cool dude! #USWNT #proudmom #SemST,hillary,against
66,Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson. #SemST,hillary,against
67,"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap #SemST",hillary,none
68,@user @user Then you know how slippery snakes slither over shards of glass! #SemST,hillary,none
69,@user @user #Stephens begged for his life & @user @user is begging for ur vote #NotAChanceInHell #SemST,hillary,against
70,"@user @user @user @user @user @user @user @user @user He cool, but NO #SemST",hillary,none
71,"Respect FOR the law and respect BY the law Yes, needed desperately.  #BaltimoreRiots",hillary,none
72,Exciting to hear more about our Fellows all across the country on tonight's call. Special shout-out to the #FellowsIA. #SemST,hillary,none
73,"@user @user #HillaryClinton, the US presidency is a testament to the success of #women their role in the world",hillary,favor
74,"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST",hillary,against
75,"@user @user > With continued #Obama's & @user Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ #SemST",hillary,against
76,"The Dukes of Hazzard has been on tv for 36 years, yet you weren't offended until the #liberals told you to be.  #unitedblue #SemST",hillary,against
77,RT @user One-percenter lied about being #DeadBroke No more lies. NO to #SemST,hillary,none
78,"@user bad wife, bad role model for women, bad lawyer, bad First Lady, bad Senator, horrible Secretary of State.",hillary,against
79,CEO pay the target for 2016 election. From someone who makes more than most CEO's but you drank the Kool-Aid.,hillary,none
80,@user @user Thank you so much for RTs!!! #WakeUpAmerica  #SemST,hillary,against
81,"#CarlyFiorina on #hannity, very impressive. A serious presidential candidate vs. A bad actress. #SemST",hillary,against
82,"The owner of Univisin, donated as much as $25 million to the Clinton Foundation, his wife sits on its board #Univision #Trump #SemST",hillary,against
83,@user Who gives a rate ass what a Old Queen has to say about Clarence Thomas? #SemST,hillary,none
84,"It's a miracle, suddenly #Democrats don't mind having someone who voted for war.",hillary,against
85,"Although I certainly have disagreements, after reading about @user I much rather have him than @user #SemST",hillary,against
86,@user Hillary pandering with her logo. #ClintonFoundationscandal #ClintonCash,hillary,against
87,"@user Thanks for the follow David, may God bless you and your family.  #freeallfour #SemST",hillary,none
88,The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails  #LiarLiar #SemST,hillary,against
89,Great comments by @user about pathological liar #HillaryClinton . #SemST,hillary,against
90,@user @user I'm for CHANGE and EQUALITY #SemST,hillary,none
91,Sending u gay bear love from Chicago @user #HillaryMyPresident #SemST,hillary,favor
92,"Do America a favor, If you feel you must vote for a woman candidate, Vote for #Carly2016 who at least has integrity unlike #SemST",hillary,against
93,@user cuz you know I'm such a feminist,hillary,none
94,"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST",hillary,against
95,"Just met an awesome supporter on the CX bus! He said ""Hillary is one strong woman and we need that for our country."" #FellowsNV #SemST",hillary,favor
96,@user  A Rainbow logo? Did u know only 4% of the US is gay? (2010 Census). #WhyImNotVotingForHillary #SemST,hillary,against
97,@user @user Do you stand for #BillClinton assaulting teen girls too? #ReadyForHillary #HillaryClinton #Clinton2016 #SemST,hillary,against
98,"Denial. It works for Hillary, why not the Mayor of #Baltimore. #DemocratLiesMatter #SemST",hillary,against
99,@user she ain't no ways tired of being a dumbass #SemST,hillary,none
100,I'm really excited for 2016 after finding out the amount @user raised. We got this. #SemST,hillary,against
101,@user The deceit hand? Thats a hand you know well. Right? #SemST,hillary,against
102,We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016 #SemST,hillary,against
103,"@user Right. Words no longer have meaning. Like Clintons,""It depends on what the meaning of 'is' is."" More if we don't #SemST",hillary,against
104,Didn't think about that. Don't think I'd ever vote for someone with dual citizenship. Can't believe it's legal. #Bernie #SemST,hillary,none
105,"Wow RT ""@greta Baltimore Orioles to play tomorrow but no public allowed"" #BaltimoreRiots #FreddieGray #ThanksObama #WakeUpAmerica #SemST",hillary,none
106,"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit. #SemST",hillary,against
107,Will the media ever get real with Hillary? #2016 #Benghazi #Clinton #SemST,hillary,against
108,@user took me a minute to realize where this came from #SemST,hillary,none
109,"It's good that after 30 years in public service (with zero accomplishments), Hillary is finally ready 2 serve the public! Lolol #SemST",hillary,against
110,"@user  ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST",hillary,against
111,RT @user Hillary for the win #SemST,hillary,favor
112,I just want my dog to stop eating the trash #SemST,hillary,none
113,"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA #SemST",hillary,against
114,"#Putin, the last thing the US needs right now is another #Clinton or #Bush in the White house. We're a dynasty now? #Jeb2016 #SemST",hillary,against
115,At least the few mistakes made by @user candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo #SemST,hillary,against
116,"@user @user There is no enthusiasm gap, Mr. Lawrence!    -@TheHRCSuperVols   @user @user #Hillarymen #SemST",hillary,against
117,@user @user @user This is why I'm not voting for Hillary #SemST,hillary,against
118,I'm a woman. Can I be President? @user #SemST,hillary,against
119,"Also, I finally moved to @user today! Will be much easier to get around going forward! #moving #SemST",hillary,none
120,I just gave an unhealthy amount of my hard-earned money away to the big gov't & untrustworthy IRS. #WhyImNotVotingForHillary,hillary,against
121,@user @user She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! #NoHillary2016 #SemST,hillary,against
122,"The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS.  THINK ABOUT THAT.  #SemST",hillary,against
123,"Why does the "" shit barometer "" always rise when Republicans speak? #USA #July4 #SemST",hillary,against
124,I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra #SemST,hillary,against
125,"#SOCIALMEDIA is NOT for #sociopaths & #psychopaths. If you insult people u don't know, you are the above. Resign. #feelthebern #SemST",hillary,none
126,Today LOVE won and Hate was defeated. #MorningJoe #UnitedBlue #SemST,hillary,none
127,@user @user Hey Hillary is on her to way to buy votes too! #HillarySoOld #SemST,hillary,against
128,"@user come on, Iowa! For better USA and the ROW #SemST",hillary,favor
129,Obama:  climate change or bush?  Who to blame...?  Hillary:  right wing conspiracy in Baltimore. #BalitmoreRiots #SemST,hillary,against
130,@user  I love how you pay more attention to the democratic candidate than you own republican candidates #KnowTheEnemy #SemST,hillary,none
131,@user How could we support it if it was secret??? #NoHillary2016 #SemST,hillary,against
132,@user is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? #clintonemail #SemST,hillary,against
133,"@user @user  That God for global warming melting icebergs, never gets prosecuted for her crimes #Liberals #SemST",hillary,against
134,Too many women in too many countries speak the same language  of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women #SemST,hillary,favor
135,"#Obama is riding high!! #ObamaCare #LoveWins #Republicans tearing out their hair, whatever is left of it ..Next is #SCOTUS #SemST",hillary,none
136,Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi #SemST,hillary,against
137,"RT @user If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist.",hillary,against
138,"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary #SemST",hillary,against
139,@user @user She will be a  #CenterHitler. #SemST,hillary,against
140,Hillary Clinton for Ambassador to ISIS. #SemST,hillary,against
141,@user  #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST,hillary,none
142,"@user I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal #SemST",hillary,against
143,"@user gee,  what a busy schedule she had. #SemST",hillary,against
144,Can @user help Cuckold Conservatives win in 2016!  More cuckoldry please!  #Christie2016 #DonaldTrump #UniteBlue #p2 #SemST,hillary,against
145,A proper introduction of Hillary Clinton should begin with five words: Will the defendant please rise #WhyImNotVotingForHillary #SemST,hillary,against
146,Forgive #CherylRios of her stupid comments about women being president. She will blame it on that time of the month anyways. #SemST,hillary,none
147,#ThingsYouDontSayAsAPolitician  I don't feel no ways tired. Go to the back of the line. What difference does it make?  #SemST,hillary,none
148,"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016 #SemST",hillary,against
149,@user Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump #SemST,hillary,none
150,@user @user Maybe a woman should be President.  #SemST,hillary,favor
151,@user can't even run NJ and wants to be president? I'd vote for him before @user #SemST,hillary,against
152,#KCA #VoteJKT48ID RfWheels3015: davidjones720 rratkinson Right I mean what the heck is an #ArabDonorGroup ?? #HillaryEmails #D... #SemST,hillary,against
153,Spoke to @user today in NYC. Wow! So smart and impressive!!! #SemST,hillary,favor
154,#Obama administration lies again.. Knew of #HillaryEmails being private.. transparency???? #SemST,hillary,against
155,"@user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST",hillary,against
156,I want America to great again #WhyImNotVotingForHillary,hillary,against
157,Cruz-- Perry 2016 @user @user It's the only win-win choice #SemST,hillary,against
158,"@user WOW, she's one to talk #SemST",hillary,against
159,@user The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016 #SemST,hillary,against
160,If you support @user you are supporting another term of the policies of George W Bush. #democrats #mepolitics #SemST,hillary,against
161,#HillaryClinton We've all been waiting for your rainbow-striped pantsuit  #fashionista #LoveWins #SemST,hillary,favor
162,RT @user Because I want young American women to be able to be proud of the 1st woman president #SemST,hillary,favor
163,"In 2013 Clinton Foundation collected $140M and spent $9M on direct aid, in 2014 they raised $500M and spent $100M on direct aid!  #SemST",hillary,against
164,"Overheard at the Davenport open house: ""Oh, I know you from Facebook!"" #DigitalOrganizing #SemST",hillary,against
165,@user Thank you for adding me to your list,hillary,none
166,@user @user It should be illegal for an employer to discriminate against their workers. #EqualityForAll #SemST,hillary,favor
167,@user She would have to have a conscious to be haunted. @user #killary #Marxism  #SemST,hillary,against
168,You don't have to be a lawyer to know the Clintons violated ethics rules. #SemST,hillary,against
169,Too far @user That's just too fucking far. #BaltimoreUprising #Obama #SemST,hillary,none
170,@user @user she also voted for the Iraq war and was responsible for gathering @user votes to support it. #SemST,hillary,against
171,"Night, sleep tight, don't let Hillary bite. says @user   ""Nightmares"" is all I say.  #SemST",hillary,against
172,Why is Hillary lying AGAIN about something news worthy? What's news worthy is if she doesn't lie about something #SemST,hillary,against
173,Great that @user attended #ClementaPinckney 's funeral today!! #SemST,hillary,favor
174,"Problem with #libertarian is it's not even a decreed party. A house devided against itself, will not stand. think this news to #SemST",hillary,none
175,Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly. #SemST,hillary,favor
176,@user @user I'm glad that you will now slice all round.  #SemST,hillary,against
177,"Use your brain, keep Hillary out of the White House.Clinton2016",hillary,against
178,@user @user They know they're going to lose to HRC so they keep trying! #SemST,hillary,favor
179,"A body-cam on every cop, private servers for Cabinet Secretaries. #SemST",hillary,none
180,Do you know what would REALLY PISS .@HillaryClinton OFF?  .@VP .@JoeBiden runs against her. LMAO!   #WakeUpAmerica No longer is #SemST,hillary,against
181,I really need my new @user shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there. #SemST,hillary,favor
182,@user @user Here ya go teddy boy..the world is getting HOTTER!! It's called GLOBAL WARMING!!  You're such a PUTZ!! #SemST,hillary,none
183,RT @user Are y'all #TexasTech #RedRaiders ready for #MarcoRubio in #2016 #TTU #TexasTechUniversity #Rubio #Texas #N... #SemST,hillary,against
184,"@user @user And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin #SemST",hillary,against
185,"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet? #SemST",hillary,against
186,U Missouri at KC got Chelsea caus Hils cost too much. Chels could arrive w/ mom - no xtra charge. @user #SemST,hillary,against
